id,school_id,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,institutional_response,response_date,legal_status,verification_status,confidence,tags,created_at,updated_at,record_hash
evt_2026_1221,saint_xavier_university,2023-01-01,year,"Chicago, IL",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Saint Xavier University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:98ca63e560affd972bfc2437980cc8e251997f7d65f3d30c12f21465847caee7
evt_2026_1222,ball_state_university,2023-01-01,year,"MUNCIE, IN",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Ball State University: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel23,2026-06-03,2026-06-03,sha256:8d256e23ec683283281b914f5a490cf7be25a3b9a41b4c4760da86ab4797236d
evt_2026_1223,university_of_kansas,2023-01-01,year,"Lawrence, KS",Gender,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for University of Kansas: Destruction/damage/vandalism characterized by Gender.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-gen23,2026-06-03,2026-06-03,sha256:e5d617e63404b0625911b53aeb6948540edbb7f3f1b26983482141eb2e8a7eb3
evt_2026_1224,western_new_england_university,2023-01-01,year,"SPRINGFIELD, MA",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Western New England University: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex23,2026-06-03,2026-06-03,sha256:c3be1f0ac885bf0a14de83bdeb1c2927afe16f7d804e23e9ae26433aaa6c349d
evt_2026_1225,anne_arundel_community_college,2023-01-01,year,"ARNOLD, MD",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Anne Arundel Community College: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gid23,2026-06-03,2026-06-03,sha256:11d9173b46e5ac0a92784061cc7ec7fc0daa982e77e4e4085c59a49ce78bfadc
evt_2026_1226,michigan_state_university,2024-01-01,year,"EAST LANSING, MI",LGBTQ+,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for Michigan State University: Aggravated assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; agg-a-sex24,2026-06-03,2026-06-03,sha256:5ef71fe1d36c9723242bf97e7b9a7c9df284e1a9815842320e4536b1eedb42e5
evt_2026_1227,university_of_minnesota_twin_cities,2022-01-01,year,"MINNEAPOLIS, MN",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Minnesota-Twin Cities: Simple assault characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rel22,2026-06-03,2026-06-03,sha256:efa8936a91e0ae5f9de32fd8535104a1dc5c2b0dc5ba554dd8a94393c6b7be25
evt_2026_1228,webster_university,2023-01-01,year,"SAINT LOUIS, MO",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Webster University: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex23,2026-06-03,2026-06-03,sha256:1c06767ef11832c3dd6cccfcf5016a3ae409444399cc5e2c3657534fa3035300
evt_2026_1229,dawson_community_college,2022-01-01,year,"GLENDIVE, MT",National origin,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Dawson Community College: Intimidation characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-nat22,2026-06-03,2026-06-03,sha256:7a78ae5a95c12edc6c5b11b6d7949db3601ca7627badf146dbe08a268a9c68f3
evt_2026_1230,wake_forest_university,2023-01-01,year,"Winston-Salem, NC",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Wake Forest University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:07a6043ba159710a977886710511362c310bdf1a03ec3a142eda5b1433e5257a
evt_2026_1231,university_of_nebraska_lincoln,2023-01-01,year,"Lincoln, NE",National origin,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Nebraska-Lincoln: Intimidation characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-nat23,2026-06-03,2026-06-03,sha256:466c2b0a276c403cb58062c92e386ab07ae62852d7f17e5c3a560d887ae903f5
evt_2026_1232,plymouth_state_university,2022-01-01,year,"PLYMOUTH, NH",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Plymouth State University: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex22,2026-06-03,2026-06-03,sha256:f2f5e7578d8764ce52000dea9050a39be5a90bfb9686fd8ba272a263a775f19d
evt_2026_1233,talmudical_academy_new_jersey,2022-01-01,year,"ADELPHIA, NJ",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Talmudical Academy-New Jersey: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel22,2026-06-03,2026-06-03,sha256:4fdac7d79a43166dbc5d0b47bda750284287843a35260b6cfac1c272a1f534de
evt_2026_1234,university_of_new_mexico_main_campus,2022-01-01,year,"ALBUQUERQUE, NM",Religion,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of New Mexico-Main Campus: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel22,2026-06-03,2026-06-03,sha256:1d84ed3633df28cb50c063add3034563d2d8bfb8d7e6a2f38952995ad2ed21dd
evt_2026_1235,ithaca_college,2024-01-01,year,"Ithaca, NY",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Ithaca College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:8b76cdb5b2d820fdd203e8057e5de8e3d2308193996b92860c1537292d3f29e7
evt_2026_1236,bluffton_university,2023-01-01,year,"BLUFFTON, OH",Gender,Other source-backed civil rights event,ED campus safety data listed 4 reported on-campus hate-crime statistics for Bluffton University: Rape characterized by Gender.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; rape-gen23,2026-06-03,2026-06-03,sha256:b7516faca7d03e84dcef778bffd3a39002fe975bed18da7e6f468731b885b223
